Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Size,Source,Catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Al's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlGor08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alfonso's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alice's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlKal01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Alli's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCrd01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Amelia's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anabelle's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anchovy's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Angus's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Anicotti's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Ankha's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalisa's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Annalise's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Antonio's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt01_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_5_0.png,Colorful,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_6_0.png,Silver,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apollo's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr00_Remake_7_0.png,Gold,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apple's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_0_0.png,Natural wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apple's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_1_0.png,Dark wood,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apple's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_2_0.png,Pastel,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apple's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_3_0.png,White,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
Apple's photo,https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHam01_Remake_4_0.png,Pop,Frame,NA,NA,No,Yes,1,NFS,10,1x1,High Friendship,Not in catalog
